date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:13:00	40174/40174	---M--	200	added ('OK%20')	application/javascript	date:Thu,%2009%20Nov%202017%2018:34:32%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/chartist.min.js	C:/Users/VENDAS-02/Desktop/creative%20tim/demos.creative-tim.com/material-dashboard-pro/assets/js/chartist.min.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
20:13:01	58687/58687	---M--	200	added ('OK%20')	application/javascript	date:Thu,%2009%20Nov%202017%2018:34:32%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/moment.min.js	C:/Users/VENDAS-02/Desktop/creative%20tim/demos.creative-tim.com/material-dashboard-pro/assets/js/moment.min.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
20:13:02	14521/14521	---M--	200	added ('OK%20')	application/javascript	date:Thu,%2009%20Nov%202017%2018:34:32%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.bootstrap-wizard.js	C:/Users/VENDAS-02/Desktop/creative%20tim/demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.bootstrap-wizard.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
20:13:03	16937/16937	---M--	200	added ('OK%20')	application/javascript	date:Thu,%2009%20Nov%202017%2018:34:32%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/bootstrap-notify.js	C:/Users/VENDAS-02/Desktop/creative%20tim/demos.creative-tim.com/material-dashboard-pro/assets/js/bootstrap-notify.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
20:13:06	31066/31066	---M--	200	added ('OK%20')	application/javascript	date:Thu,%2009%20Nov%202017%2018:34:32%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.sharrre.js	C:/Users/VENDAS-02/Desktop/creative%20tim/demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.sharrre.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
20:13:10	21185/21185	---M--	200	added ('OK%20')	application/javascript	date:Thu,%2009%20Nov%202017%2018:34:32%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/nouislider.min.js	C:/Users/VENDAS-02/Desktop/creative%20tim/demos.creative-tim.com/material-dashboard-pro/assets/js/nouislider.min.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
20:13:17	386464/386464	---M--	200	added ('OK%20')	image/jpeg	date:Thu,%2009%20Nov%202017%2018:34:32%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-4.jpg	C:/Users/VENDAS-02/Desktop/creative%20tim/demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-4.jpg	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
20:13:18	106360/106360	---M--	200	added ('OK%20')	application/javascript	date:Thu,%2009%20Nov%202017%2018:34:32%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/bootstrap-datetimepicker.js	C:/Users/VENDAS-02/Desktop/creative%20tim/demos.creative-tim.com/material-dashboard-pro/assets/js/bootstrap-datetimepicker.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
20:13:25	91447/91447	---M--	200	added ('OK%20')	application/javascript	date:Thu,%2009%20Nov%202017%2018:34:32%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.select-bootstrap.js	C:/Users/VENDAS-02/Desktop/creative%20tim/demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.select-bootstrap.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
20:13:28	16780/16780	---M--	200	added ('OK%20')	application/javascript	date:Thu,%2009%20Nov%202017%2018:34:32%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/jasny-bootstrap.min.js	C:/Users/VENDAS-02/Desktop/creative%20tim/demos.creative-tim.com/material-dashboard-pro/assets/js/jasny-bootstrap.min.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
20:13:28	56499/56499	---M--	200	added ('OK%20')	application/javascript	date:Thu,%2009%20Nov%202017%2018:34:32%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/sweetalert2.js	C:/Users/VENDAS-02/Desktop/creative%20tim/demos.creative-tim.com/material-dashboard-pro/assets/js/sweetalert2.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
20:13:33	26672/26672	---M--	200	added ('OK%20')	application/javascript	date:Thu,%2009%20Nov%202017%2018:34:32%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.tagsinput.js	C:/Users/VENDAS-02/Desktop/creative%20tim/demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.tagsinput.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
20:13:36	13878/13878	---M--	200	added ('OK%20')	application/javascript	date:Thu,%2009%20Nov%202017%2018:34:32%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard.js?v=1.2.0	C:/Users/VENDAS-02/Desktop/creative%20tim/demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard5438.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
20:13:43	45597/45597	---M--	200	added ('OK%20')	application/javascript	date:Thu,%2009%20Nov%202017%2018:34:32%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/demo.js	C:/Users/VENDAS-02/Desktop/creative%20tim/demos.creative-tim.com/material-dashboard-pro/assets/js/demo.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
20:13:45	269400/269400	---M--	200	added ('OK%20')	application/javascript	date:Thu,%2009%20Nov%202017%2018:34:32%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/jquery-jvectormap.js	C:/Users/VENDAS-02/Desktop/creative%20tim/demos.creative-tim.com/material-dashboard-pro/assets/js/jquery-jvectormap.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
